"Reason for Credit Entry","Sub Order No","Order Date","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"DELIVERED","122766332127412928_1","2025-02-17","West Bengal","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","246.0",
"DELIVERED","122766719124140480_1","2025-02-17","Maharashtra","SYGA Women's Decorative Thin Belt flower shape Rhinestone Metal Buckle 22-36 Waist Belt Dress Accessories","WAISTBELT-121","Free Size","1","185.0","171.0",
"DELIVERED","122767073805103616_1","2025-02-17","Meghalaya","SYGA 3 set Baby Headband Cotton Bow Strechable Hairband  for Newborn Infant Toddlers Kids (Purple, Pink, MintGreen)","PrintedHeadBand-Purple-Pink-MintGreen","1-2 Years","1","214.0","204.0",
"DELIVERED","122767100938056192_1","2025-02-17","Telangana","SYGA Stainless Steel Sink Strainer Basket with Handle 11cm/4.33inch Large Wide Rim Anti Clogging Mesh Drain Filter Vegetable Hair Catcher Drain Cover for Most Bathroom Kitchen Home Sinks Drain-Silver","KitchenSinkStrainer_Handle","Free Size","1","95.0","93.0",
"DELIVERED","122767282463206723_1","2025-02-17","Karnataka","SYGA Women's New Waist Chain Dress Suit Accessories Belt Chain Retro Versatile(Golden)","WAISTBELT-73","Free Size","1","165.0","160.0",
"RTO_COMPLETE","122767343671902912_1","2025-02-17","Maharashtra","SYGA Cake Decoration Tips Set Professional Stainless Steel Piping/Dispenser Nozzle Kit,for Cakes Cupcakes Cookies Pastry 54 Pcs","Set Of 54 Nozzles","Free Size","1","273.0","273.0",
"DELIVERED","122767817837970112_1","2025-02-17","Tamil Nadu","SYGA 4 Pcs Baby Safety Plastic Locks | Child Proof Cabinets, Drawers, Appliances, Toilet Seat, Fridge and Oven | Tools Not Required | Uses Dual Adhesive Tape and Latch System (Blue)","Baby Safety Cabinet Locks_4 Pcs","Free Size","1","80.0","78.0",
"DELIVERED","122768250575811072_1","2025-02-17","Maharashtra","SYGA 1.5 Meter Anti Lost Safety Wrist Bracelet for Baby Child,with Extra Long Harness Strap Walking Hand Belt(Blue)","1.5_Bracelet_Blue","Free Size","1","143.0","139.0",
"DELIVERED","122768323917903232_1","2025-02-17","Rajasthan","SYGA Pack of 12 Brown Thick for Baby Child Infant Kids Safety Table, Desk Corner Edge Cushions Guard Protectos","Corner Guard Protectors_Brown","Free Size","1","110.0","107.0",
"RTO_COMPLETE","122768495460742528_1","2025-02-17","Maharashtra","Syga Set Of 4 Decorative Baking Cake Stencils Tool Kit,Plastic,19.5 Cm,Silver","Set Of 4 Baking Cake Stencils Tool Kit","Free Size","1","83.0","83.0",
"DELIVERED","122768572559813952_1","2025-02-17","Maharashtra","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","105.0","102.0",
"DELIVERED","122768749480375680_1","2025-02-17","Maharashtra","SYGA Kids Goggles, Modern Stylish Eyewears for Boy's and Girls, FrenzyRound Style - Cream, Suitable for 3-8 Years","Goggles-FrenzyRound-6-Cream","Free Size","1","86.0","84.0",
"DELIVERED","122769755189923968_1","2025-02-17","Uttar Pradesh","SYGA Baby Headbands Nylon Soft Strechable Bow Hairbands for Newborns, Infants, Toddlers and Kids 0-3 Years (Light Pink)","HeadBand-DoubleFlower-LightPink","Free Size","1","138.0","132.0",
"DELIVERED","122769686548083136_1","2025-02-17","Madhya Pradesh","SYGA Baby Headbands Nylon Flower Soft Stretchable Hairband for Newborn Infant Toddler Kids For 0 - 3 Year - White","HB-Flower-White","Free Size","1","100.0","92.0",
"DELIVERED","122769961206412675_1","2025-02-17","Maharashtra","SYGA 3 Pcs Baby Headband Nylon Flower Stretchable HairBand for Newborn Infant Toddlers Kids 0 - 3 Year (Khaki)","3_HairBand_Khaki","0-3 Months","1","155.0","148.0",
"DELIVERED","122769961206412675_2","2025-02-17","Maharashtra","SYGA 10 Pcs Children Flower Fresh Elastic Hair Bands Infant Girl Baby Rubber Bands Gift Kids Thumb Hair Ring Hair Accessories (Purple)","HairBandC4-Purple-Setof10","Free Size","1","110.0","110.0",
"DELIVERED","122769985768850112_1","2025-02-17","Maharashtra","SYGA Pack of 12 Brown Thick for Baby Child Infant Kids Safety Table, Desk Corner Edge Cushions Guard Protectos","Corner Guard Protectors_Brown","Free Size","1","110.0","110.0",
"DELIVERED","122770118790608256_1","2025-02-17","Kerala","Syga PU Leather Mini Zipper Wallet for Women, White - Checked Pattern","ChexDesignWallet_RiceWhite","Free Size","1","230.0","223.0",
"DELIVERED","122770247534144832_1","2025-02-17","Punjab","SYGA Women Hand Wallet Long Zipper Multi-Functional Versatile Wallet (Pink)","WP-117","Free Size","1","220.0","220.0",
"DELIVERED","122770498244604417_1","2025-02-17","Tamil Nadu","SYGA Stainless Steel Tea Infuser Premium Tea Strainer with Two Handles & Large Capacity for Loose Tea Leaf, Classic Metal Mesh Tea Filter for Cups, Mugs, Teapots- Type 2","Tea Drainer-Type2","Free Size","1","155.0","155.0",
"CANCELLED","122770590460572160_1","2025-02-17","Maharashtra","SYGA Baby Safety 4 Corner Guard & 1 Edge Guard with Strong Tape for Baby Safety and Child Proofing(Brown)","EdgeCornerCombo_Brown","Free Size","1","123.0","123.0",
"DELIVERED","122770762653528576_1","2025-02-17","Tamil Nadu","SYGA Small Diamond Brooch Pearl Fashion Crystal Rhinestone Jewellery Pin Brooches - N8","Brooch-SmallDiamond-N8","Free Size","1","95.0","91.0",
"DELIVERED","122770757516591812_1","2025-02-17","Uttar Pradesh","SYGA All Occasion Indian Family Photo Booth Party Props Craft Item for Wedding, Baby Shower, Birthday Multi Color (Set of 41, Large)","40_WeddingProps","Free Size","1","119.0","116.0",
"DELIVERED","122771118109295296_1","2025-02-17","Tamil Nadu","SYGA Pack of 6 Baby Headbands Soft Nylon Bow Hairbands Strechable for Newborns, Infants, Toddlers and Kids 0-3 Years (Multi Color)","JACQUARD-HB6","Free Size","1","360.0","332.0",
"DELIVERED","122771434716332736_1","2025-02-17","Bihar","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar","FlourCup","Free Size","1","171.0","171.0",
"DELIVERED","122771528780730496_1","2025-02-17","Delhi","SYGA Children's School Bag Backpack Kids Cartoon Animal Multi-Purpose Bag For 2-4 Years Kids (Mickey Black)","ChildrenBackpack-Mickey-Black","Free Size","1","371.0","371.0",
"RTO_COMPLETE","122771586590862656_1","2025-02-17","Maharashtra","SYGA 3 Pcs Baby Headband, Flower Stretchable, Nylon HairBand for Newborn Infant Toddlers Kids 0-3 Year-","HB-116","Free Size","1","330.0","314.0",
"DELIVERED","122771584384658754_1","2025-02-17","Telangana","SYGA 5 Pcs Children Safety No Finger Pinch Foam Door Stopper. Colorful Cartoon Animal Cushion - Ramdom Bundled Baby Child Kid Cushiony Finger Hand Safety, Curve Shaped Door Stop Guard","1Safety Door Guard Stopper_5 Pcs","Free Size","1","97.0","95.0",
"DELIVERED","122772046252986496_1","2025-02-17","Maharashtra","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","2","110.0","107.0",
"DELIVERED","122772046252986496_2","2025-02-17","Maharashtra","SYGA Pack of 12 Brown Thick for Baby Child Infant Kids Safety Table, Desk Corner Edge Cushions Guard Protectos","Corner Guard Protectors_Brown","Free Size","1","110.0","107.0",
"DELIVERED","122772128218075264_1","2025-02-17","Uttar Pradesh","SYGA Small Diamond Brooch Pearl Fashion Crystal Rhinestone Jewellery Pin Brooches - N3","Brooch-SmallDiamond-N3","Free Size","1","179.0","166.0",
"DELIVERED","122772393059677568_1","2025-02-17","Maharashtra","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","253.0",
"RTO_COMPLETE","122772614698791424_1","2025-02-17","Uttar Pradesh","SYGA Kids Goggles, Modern Stylish Eyewears for Boy's and Girls, FrenzyRound Style - Cream, Suitable for 3-8 Years","Goggles-FrenzyRound-6-Cream","Free Size","1","86.0","86.0",
"DELIVERED","122772807556951360_1","2025-02-17","Maharashtra","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar?","Flourcupp","Free Size","1","168.0","168.0",
"DELIVERED","122772936345153984_1","2025-02-17","Delhi","Syga 1 Baby Bed Fence Gate Security Guard Railing Playpens Rail for Newborn (Blue, 1.8 m)","CreamBedRail_1.8m","Free Size","1","1475.0","1431.0",
"DELIVERED","122773108227731904_1","2025-02-17","Uttar Pradesh","SYGA Baby Headbands Nylon Flower Soft Stretchable Hairband for Newborn Infant Toddler Kids For 0 - 3 Year - Black","HB-Flower-Black","Free Size","1","100.0","95.0",
"RTO_COMPLETE","122773421493964928_1","2025-02-17","Maharashtra","SYGA Bookends for Shelves, Book Organizer for Desk, Metal Bookends for Heavy Books, Book Holders for Shelves, Adjustable Decorative Bookends for Home Office(Pink)","BR-12","Free Size","1","310.0","310.0",
"DELIVERED","122773909849362560_1","2025-02-17","Maharashtra","SYGA Kids Goggles, Modern Stylish Eyewears for Boy's and Girls, Sunglasses Style Suitable Age 3-8 years - Simple, Black","Sunglasses-Simple-Black","Free Size","1","105.0","105.0",
"DELIVERED","122774273927532672_1","2025-02-17","Uttar Pradesh","SYGA Baby Headbands Nylon Flower Soft Stretchable Hairband for Newborn Infant Toddler Kids For 0 - 3 Year - White","HB-Flower-White","Free Size","1","105.0","97.0",
"RTO_COMPLETE","122774584231789248_1","2025-02-17","Madhya Pradesh","SYGA Girls Stockings, Mesh Cotton Pantyhose, Rabbit Design, Mosquito-Proof, Summer Leggings, Size XS 6-12 Months(White)","BL-241","6-12 Months","1","205.0","199.0",
"DELIVERED","122774799419338048_1","2025-02-17","Uttar Pradesh","SYGA Infant Safety Lock (White) - Pack of 4 Stops","WhiteSafetyLock-4","Free Size","1","92.0","90.0",
"DELIVERED","122775018295030272_1","2025-02-17","Rajasthan","SYGA Luxury Crown Style Brooch for Men Suit Shirt Stud Brooch Lapel Pin Brooch Pin Chain Tassel Brooch Pin with Crystal Chain(silver heart crown)","BROOCH-S103","Free Size","1","155.0","151.0",
"DELIVERED","122775836238703936_1","2025-02-17","Odisha","SYGA Women's New Waist Chain Dress Suit Accessories Belt Chain Retro Versatile(Golden)","WAISTBELT-59","Free Size","1","216.0","210.0",
"DELIVERED","122775936803434944_1","2025-02-17","Kerala","SYGA Imported Double Needles Pins for Domestic Sewing Machine - 3 Pieces","3PCS NiddlesPins","Free Size","1","57.0","57.0",
"DELIVERED","122776142435478848_1","2025-02-17","Telangana","SYGA Baby Turban Hat, Toddler Beanie Cap Infant Hat 6M-4 Year Cotton Floral Hat Headwear Cap Hat Accessories Unisex with Big Bow Soft Cute Knot Newborn Hospital Hat, Red and Black","PrintedFlowerHat_Red&Black","Free Size","1","155.0","155.0",
"DELIVERED","122776311479730880_1","2025-02-17","Maharashtra","SYGA 5 Pcs Children Safety No Finger Pinch Foam Door Stopper. Colorful Cartoon Animal Cushion - Ramdom Bundled Baby Child Kid Cushiony Finger Hand Safety, Curve Shaped Door Stop Guard","1Safety Door Guard Stopper_5 Pcs","Free Size","1","93.0","93.0",
"DELIVERED","122776389925205376_1","2025-02-17","Meghalaya","SYGA Baby Turban Winter Cap Handmade Woolen Warm Knit Infant Toddler Unisex Baby Hat 0-3 Years (Red)","BabyHatButton-Red","Free Size","1","137.0","137.0",
"DELIVERED","122776698576241344_1","2025-02-17","Uttar Pradesh","SYGA Disposable Ear Piercing Tool Automatic Sterile Ear Piercer Ear Stud Set Steel 4mm Ear Stud Tool Gold Plated Pearl(233)","EarPiercer-233-4mm","Free Size","1","95.0","95.0",
"DELIVERED","122776958091293120_1","2025-02-17","Tamil Nadu","SYGA Baby Milk Bottle Nipple Straw Brush Sponge Nylon Cleaning Brush Cleaner Bottle Tong Set (Color May Vary) (4 Pcs)","4 Pcs Bottle Cleaner Brush","Free Size","1","91.0","91.0",
"DELIVERED","122776954068955584_1","2025-02-17","Gujarat","SYGA Baby Socks Knee-High Socks For Baby Thin Cotton Mesh, Kitten Cartoon Suitable For 1-3 Years Old(White kitten)","BS-100","Free Size","1","154.0","150.0",
"DELIVERED","122776954068955584_2","2025-02-17","Gujarat","SYGA Baby Socks Knee-High Socks For Baby Thin Cotton Mesh, Kitten Cartoon Suitable For 1-3 Years Old(Blue panda)","BS-106","Free Size","1","154.0","150.0",
"DELIVERED","122776954068955584_3","2025-02-17","Gujarat","SYGA Baby Socks Knee-High Socks For Baby Thin Cotton Mesh, Kitten Cartoon Suitable For 1-3 Years Old(Pink)","BS-102","Free Size","1","154.0","150.0",
"DELIVERED","122776954068955584_4","2025-02-17","Gujarat","SYGA Baby Socks Knee-High Socks For Baby Thin Cotton Mesh, Kitten Cartoon Suitable For 1-3 Years Old(Light Blue)","BS-110","Free Size","1","154.0","150.0",
"DELIVERED","122776954068955584_5","2025-02-17","Gujarat","SYGA Baby Socks Knee-High Socks For Baby Thin Cotton Mesh, Kitten Cartoon Suitable For 1-3 Years Old(Yellow)","BS-104","Free Size","1","154.0","150.0",
"DELIVERED","122777600757855617_1","2025-02-17","Maharashtra","SYGA Men's Suit Aircraft Design Brooch Pin, Gold Tone with Crystal Accents","BROOCH-S196","Free Size","1","159.0","148.0",
"DELIVERED","122777600757855617_2","2025-02-17","Maharashtra","SYGA Men's Lion Brooch Pin with Golden Finish, Decorative Fastening for Clothing","BROOCH-S198","Free Size","1","159.0","155.0",
"RTO_COMPLETE","122777674313364864_1","2025-02-17","Gujarat","SYGA Kids Goggles, Modern Stylish Eyewears for Boy's and Girls, Monkey Style - Offwhite, Suitable for 3-8 Years","Goggles-Monkey-Offwhite","Free Size","1","102.0","102.0",
"DELIVERED","122777833021633920_1","2025-02-17","uttar pradesh","SYGA Girls Tights Ballet Dance Socks Cotton Pantyhose Leggings Solid Knitted Stocking For 4-6 Years (Size 110CM-120CM, Pink)","GirlsStockings-Pink-M110-120","5-6 Years","1","265.0","258.0",
"DELIVERED","122777998555509184_1","2025-02-17","Uttar Pradesh","SYGA Women's New Waist Chain Dress Suit Accessories Belt Chain Retro Versatile(Golden)","WAISTBELT-59","Free Size","1","216.0","210.0",
"DELIVERED","122778580785720642_1","2025-02-17","Arunachal Pradesh","SYGA Women's New Waist Chain Dress Suit Accessories Belt Chain Retro Versatile(Golden)","WAISTBELT-73","Free Size","1","165.0","160.0",
"DELIVERED","122779563095871616_1","2025-02-17","Maharashtra","SYGA Brooch Flower Fashion Crystal Rhinestone Jewellery Pin Clothing Brooches - Flower White","Brooch-Flower-White","Free Size","1","135.0","129.0",
"DELIVERED","122779512298828289_1","2025-02-17","Uttar Pradesh","SYGA Women's Decorative Thin Belt flower shape Rhinestone Metal Buckle 22-36 Waist Belt Dress Accessories","WAISTBELT-123","Free Size","1","185.0","171.0",
"DELIVERED","122779884003328704_1","2025-02-17","Maharashtra","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","105.0","102.0",
"DELIVERED","122780321931489728_1","2025-02-17","Madhya Pradesh","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","246.0",
"DELIVERED","122780546300707520_1","2025-02-17","Maharashtra","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","110.0","110.0",
"DELIVERED","122780590311539392_1","2025-02-17","Gujarat","SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - Black 6-12 Months","BabyLeggings-Black-6-12M","6-12 Months","1","265.0","258.0",
"DELIVERED","122780590311539392_2","2025-02-17","Gujarat","SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - White 6-12 Months","BabyLeggings-White-6-12M","6-12 Months","1","265.0","258.0",
"DELIVERED","122780625213223360_1","2025-02-17","Gujarat","SYGA Girls Stockings, Mesh Cotton Pantyhose, Rabbit Design, Mosquito-Proof, Summer Leggings, Size M 2-4 Years old(White)","BL-243","2-3 Years","1","205.0","199.0",
"DELIVERED","122781096223700354_1","2025-02-17","Tamil Nadu","Cup Cake Tray for 6 Muffins","Cup Cake Tray for 6 Muffins","Free Size","1","74.0","72.0",
"DELIVERED","122781447102988992_1","2025-02-17","Madhya Pradesh","SYGA Cake Scraper Smoother Cake Leveler Fondant Plastic Tool (Blue)","CakeLeveler_Blue","Free Size","1","67.0","65.0",
"DELIVERED","122781634865201856_1","2025-02-17","Haryana","SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - Black 12-24 Months","BabyLeggings-Black-12-24M","12-18 Months","1","225.0","225.0",
"DELIVERED","122781732687696000_1","2025-02-17","Chhattisgarh","Baby Child Infant Kids Safety Safe Table Desk Corner Edge Cushions Thick Guard Protectors Pack of 12","Corner Guard Protectors_Cream","Free Size","1","110.0","107.0",
"DELIVERED","122782046249841163_1","2025-02-17","Tamil Nadu","Cup Cake Tray for 6 Muffins","Cup Cake Tray for 6 Muffins","Free Size","1","86.0","84.0",
"DELIVERED","122782952911433024_1","2025-02-17","Karnataka","SYGA Women's Wallet Wrist  Short Coin Purse Coin Clip Bag Multi-Card Slot Card Holder(Pink)","WP-439","Free Size","1","245.0","245.0",
"DELIVERED","122782971509109251_1","2025-02-17","Karnataka","SYGA Baby Bucket Sun Hat for Sun Protection Cap Fishermans Hats Spring Cute Baby Cartoon Giraffe Cap for 6 Months - 3 Years Children (Green)","BucketHat-Giraffe-Green","1-2 Years","1","320.0","311.0",
"DELIVERED","122783631143105024_1","2025-02-17","Chandigarh","SYGA Children's Girls Necklace Earring Ring Set (Three In One - Butterfly)","PearlNecklace-ThreeInOne-Butterfly","Free Size","1","120.0","117.0",
"DELIVERED","122783543793615554_1","2025-02-17","Punjab","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","246.0",
"DELIVERED","122783709211553088_1","2025-02-17","Maharashtra","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","110.0","107.0",
"DELIVERED","122783831647441027_1","2025-02-17","Haryana","SYGA Pack of 12 Brown Thick for Baby Child Infant Kids Safety Table, Desk Corner Edge Cushions Guard Protectos","Corner Guard Protectors_Brown","Free Size","1","110.0","107.0",
"DELIVERED","122783831647441027_2","2025-02-17","Haryana","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","110.0","107.0",
"DELIVERED","122783831647441027_3","2025-02-17","Haryana","SYGA 5 Pcs Children Safety No Finger Pinch Foam Door Stopper. Colorful Cartoon Animal Cushion - Ramdom Bundled Baby Child Kid Cushiony Finger Hand Safety, Curve Shaped Door Stop Guard","1Safety Door Guard Stopper_5 Pcs","Free Size","1","97.0","95.0",
"DELIVERED","122783871484940416_1","2025-02-17","Maharashtra","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","105.0","102.0",
"DELIVERED","122784697393902080_1","2025-02-17","Maharashtra","SYGA Pack of 12 Brown Thick for Baby Child Infant Kids Safety Table, Desk Corner Edge Cushions Guard Protectos","Corner Guard Protectors_Brown","Free Size","1","110.0","110.0",
"RTO_LOCKED","122785129429271232_1","2025-02-17","Uttar Pradesh"," SYGA Adjustable Waist Chain For Women's Metal Chain With Dress Sweater Decorative Waist Chain","WAISTBELT-50","Free Size","1","230.0","230.0",
"DELIVERED","122785104099276161_1","2025-02-17","Maharashtra","SYGA Small Stainless Steel Steamer Basket for Vegetable/Insert for Pots, Pans for steam boiling cooking (5.5""-9"")","Small_Steamer Plate","Free Size","1","217.0","211.0",
"DELIVERED","122785482424872256_1","2025-02-17","Maharashtra","SYGA Women's New Waist Chain Dress Suit Accessories Belt Chain Retro Versatile(Golden)","WAISTBELT-73","Free Size","1","170.0","170.0",
"RTO_COMPLETE","122785806745194624_1","2025-02-17","Tamil Nadu","SYGA 3 Pcs Baby Headband Set, Soft Stretchable Nylon Bow and Flower Hairbands, Comfortable and Stylish Headscarf for Newborn, Infant, and Toddler (0-3 Years)  ","HB-229","Free Size","1","160.0","152.0",
"DELIVERED","122786620152902080_1","2025-02-17","Telangana","SYGA Bridal Princess Girl Tiara and Rhinestone Crown Headband Hair Accessories for Women Wedding Ceremony Party (Multicolor)","Crown-Multicolor","Free Size","1","420.0","388.0",
"CANCELLED","122787101673680192_1","2025-02-17","Tamil Nadu"," Manual Feeding Pump","1767936173_3Free Size","Free Size","1","255.0","255.0",
"DELIVERED","122788058600075778_1","2025-02-17","Tamil Nadu","SYGA Necklace and Earing Display Storage Jwellery Display Rack_White","NecklaceDisplay_White","Free Size","1","135.0","131.0",
"DELIVERED","122789343580124544_1","2025-02-17","Kerala"," SYGA Baby Cap Flower Warm Knitted Streachable Hat Infant Toddler Baby Cap 0-3 Years","BC-15","Free Size","1","161.0","161.0",
"DELIVERED","122789966068699264_1","2025-02-17","Delhi","Syga Bed Fence Gate Security Guard Railing Playpens Rail for Newborn Baby (Cream, 1.5 m)","CreamBedRail_1.5m","Free Size","1","1000.0","970.0",
"DELIVERED","122790073447075969_1","2025-02-17","Maharashtra","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (White)","Safety Strip Guard Protector_White","Free Size","2","110.0","107.0",
"RTO_COMPLETE","122790497512222016_1","2025-02-17","Odisha","SYGA Family Photo Booth All Occasion Function Party Props Indian Baby Shower Festival Props for Family Wedding/Anniversary/ Haldi/ Reception/ Birthday Party/ Reunion/ Get-Together/ Sangeet-30Pcs","FamilyProp-30Pcs","Free Size","1","137.0","137.0",
"DELIVERED","122790074051095876_1","2025-02-17","Bihar","SYGA Professional Sketch and Drawing Pencils ?Art Pencil Box Contains 12 Pieces Set B 2B 3B 4B 5B 6B 7B 8B HB H 2H F","PaintingPencils-NewCompass","Free Size","1","95.0","93.0",
"DELIVERED","122791293513527744_1","2025-02-17","Madhya Pradesh","SYGA 50 Pieces Sunflower 2 Holes Wooden Buttons Sewing DIY Craft Scrapbooking","50_CraftButtons_Sunflower","Free Size","1","87.0","85.0",
"RTO_COMPLETE","122791460802462400_1","2025-02-17","Arunachal Pradesh","SYGA Elegant 7-Piece Artificial Flower Decoration Set with Simulated Reed Grass Feathers(Pink)","FD-03","Free Size","1","399.0","399.0",
"DELIVERED","122791431148139906_1","2025-02-17","Maharashtra","SYGA Luxury Crown Style Brooch for Men Suit Shirt Stud Brooch Lapel Pin Brooch Pin Chain Tassel Brooch Pin with Crystal Chain(silver heart crown)","BROOCH-S103","Free Size","1","160.0","160.0",
"DELIVERED","122791616741232768_1","2025-02-17","West Bengal","SYGA Brooch Pin Fashion Crystal Rhinestone Jewellery Pin Vintage Clothing Accessories Decoration Sun Hat, Ancient Gold Brooches for Women- S57","BROOCH-S57$","Free Size","1","160.0","156.0",
"DELIVERED","122792100682166720_1","2025-02-17","West Bengal","SYGA Brooch Pin Fashion Crystal Rhinestone Jewellery Pin Vintage Accessories Decoration Clothing Bouquet Brooches for Bridal Women Girl - S06","Brooch-S06","Free Size","1","179.0","166.0",
"RTO_COMPLETE","122792280374538688_1","2025-02-17","Tamil Nadu","Baby Child Infant Kids Safety Safe Table Desk Corner Edge Cushions Thick Guard Protectors Pack of 12","Corner Guard Protectors_Light Pink","Free Size","1","105.0","105.0",
"DELIVERED","122792400950291776_1","2025-02-17","Madhya Pradesh","SYGA Children's School Bag Backpack Kids Cartoon Animal Multi-Purpose Bag For 2-4 Years Kids (Mickey Black)","ChildrenBackpack-Mickey-Black","Free Size","1","376.0","376.0",
"DELIVERED","122792423752626624_1","2025-02-17","West Bengal","SYGA Brooch Pin Fashion Crystal Rhinestone Jewellery Pin Vintage Accessories Decoration Clothing Bouquet Brooches for Bridal Women Girl (BLUE-ROSE-BLUE)","BROOCH-BLUE-ROSE-BLUE","Free Size","1","299.0","277.0",
"RTO_COMPLETE","122794308637816192_1","2025-02-17","Odisha","SYGA Baby Shower Party Photo Booth Props (Set of 30)","Set Of 30 Baby Shower Photo Booth Props","Free Size","1","137.0","137.0",
"DELIVERED","122795186677117440_1","2025-02-17","West Bengal","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar","FlourCup","Free Size","1","171.0","171.0",
"RTO_COMPLETE","122795995050014080_1","2025-02-17","Haryana","SYGA Baby Girls Mesh Nylon Bow Socks Suitable for Ages 0-3 Years(Yellow)","BS-79","Free Size","1","184.0","179.0",
"DELIVERED","122796973728531137_1","2025-02-17","Maharashtra","SYGA 3 Pcs Baby Headband Set, Soft Stretchable Nylon Hairbands with Glitter Bow and Knotted Design for Newborn, Infant, and Toddler-0-3 Years (Light Pink)","HB-234","Free Size","1","180.0","166.0",
"DELIVERED","122797494963077824_1","2025-02-17","Telangana","SYGA 3 Pcs Baby Headband, Fabric Rosebud, Butterfly Snail Stretchable HairBand for Newborn Infant Toddlers Kids 0-3 Year (Rose Red)","HB-296","Free Size","1","200.0","190.0",
"DELIVERED","122798638350061696_1","2025-02-17","Punjab","SYGA Stainless Steel Sink Strainer Basket with Handle 11cm/4.33inch Large Wide Rim Anti Clogging Mesh Drain Filter Vegetable Hair Catcher Drain Cover for Most Bathroom Kitchen Home Sinks Drain-Silver","KitchenSinkStrainer_Handle","Free Size","1","95.0","93.0",
"DELIVERED","122798908903813636_1","2025-02-17","Uttar Pradesh","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","110.0","107.0",
"DELIVERED","122799400577991373_1","2025-02-17","Delhi","SYGA 5 Pcs Children Safety No Finger Pinch Foam Door Stopper. Colorful Cartoon Animal Cushion - Ramdom Bundled Baby Child Kid Cushiony Finger Hand Safety, Curve Shaped Door Stop Guard","1Safety Door Guard Stopper_5 Pcs","Free Size","1","93.0","91.0",
"DELIVERED","122801710981870017_1","2025-02-17","Bihar","SYGA Women's New Waist Chain Dress Suit Accessories Belt Chain Retro Versatile(Golden)","WAISTBELT-73","Free Size","1","170.0","165.0",
"RTO_COMPLETE","122802108985666880_1","2025-02-17","Arunachal Pradesh","SYGA Women's New Waist Chain Dress Suit Accessories Belt Chain Retro Versatile(Golden)","WAISTBELT-60","Free Size","1","220.0","220.0",
"DELIVERED","122805232131534144_1","2025-02-17","Punjab","SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Stockings Socks Newborn Warm Crochet Pants (4 - 6 Years, Black)","B0BB7MC6N2","4-5 Years","1","299.0","299.0",
"DELIVERED","122806011568059776_1","2025-02-17","Maharashtra","SYGA Stainless Steel Cake Smoother with Scale Cutting Knife (Silver)","Cake Smoother","Free Size","1","78.0","76.0",
