"Reason for Credit Entry","Sub Order No","Order Date","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"DELIVERED","122902544171467456_1","2025-02-17","Maharashtra","SYGA Baby Cap Unisex Turban Bow Cap Winter Knitted Hat streachable Ears Warm Wool Infant,Toddler 0-4 Years RoseRed","BabyHat_RoseRed","1-2 Years","1","145.0","145.0",
"DELIVERED","122902727540985984_1","2025-02-17","Kerala","SYGA Imported Double Needles Pins for Domestic Sewing Machine - 3 Pieces","3PCS NiddlesPins","Free Size","1","57.0","56.0",
"DELIVERED","122902877942477248_1","2025-02-17","Bihar","SYGA 1 Piece Children's Crown Star Hair Headband Baby Girls Photo Hair Accessories Baby Stretch Jewelry Hair Band (Silver)","CrownStarHairBand_Silver","Free Size","1","92.0","88.0",
"DELIVERED","122902878233980227_1","2025-02-17","Delhi","SYGA 5 Pairs Baby Girl & Baby Boy Socks, Toddlers Infant Cotton Stretch Crew Socks with Dinosaur Design, Suitable for 9-24 Month baby","BS-02","Free Size","1","175.0","170.0",
"DELIVERED","122903154269474944_1","2025-02-17","Uttar Pradesh","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","243.0","236.0",
"DELIVERED","122903609293403520_1","2025-02-17","Puducherry","SYGA Women'S Short Zipper Buckle Heart Shaped Wallet with Key Chain, Cute for Girls Pu Leather Wallet Coin & Card Purse( Black)","WP-481","Free Size","1","275.0","275.0",
"DELIVERED","122903795998027072_1","2025-02-17","Andhra Pradesh","SYGA 4 Pcs Baby Safety Plastic Locks | Child Proof Cabinets, Drawers, Appliances, Toilet Seat, Fridge and Oven | Tools Not Required | Uses Dual Adhesive Tape and Latch System (Blue)","Baby Safety Cabinet Locks_4 Pcs","Free Size","1","74.0","74.0",
"DELIVERED","122904404016877696_1","2025-02-17","Karnataka","SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - Black 12-24 Months","BabyLeggings-Black-12-24M","12-18 Months","3","225.0","219.0",
"DELIVERED","122904404016877696_2","2025-02-17","Karnataka","SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Stockings Socks Newborn Warm Crochet Pants (12 - 24 Months, Purple) Leggings & Tights ","BabyLeggings-Purple-12-24M","12-18 Months","2","265.0","258.0",
"DELIVERED","122905800917906817_1","2025-02-17","Maharashtra","SYGA Black Kitty Design Warm Earmuffs for Cold Protection Hot Warm Glitter Sequined ","EM-08","6-7 Years","1","185.0","180.0",
"RTO_COMPLETE","122906523181249920_1","2025-02-17","Bihar","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","253.0",
"DELIVERED","122906561202615681_1","2025-02-17","Telangana","SYGA 4 Pcs Baby Safety Plastic Locks | Child Proof Cabinets, Drawers, Appliances, Toilet Seat, Fridge and Oven | Tools Not Required | Uses Dual Adhesive Tape and Latch System (Blue)","Baby Safety Cabinet Locks_4 Pcs","Free Size","1","74.0","72.0",
"DELIVERED","122906640549966336_1","2025-02-17","Delhi","SYGA 4 Pcs Baby Safety Plastic Locks | Child Proof Cabinets, Drawers, Appliances, Toilet Seat, Fridge and Oven | Tools Not Required | Uses Dual Adhesive Tape and Latch System (Blue)","Baby Safety Cabinet Locks_4 Pcs","Free Size","1","80.0","78.0",
"DELIVERED","122906962761679552_1","2025-02-17","Tamil Nadu","SYGA Stretchable Leaf Design Elastic Fabric Waist Belt For Women ? Stretchy Belt For Dresses, Sarees, And Jeans ? Free Size(White)","WAISTBELT-346","Free Size","1","160.0","152.0",
"DELIVERED","122907004091133248_1","2025-02-17","Jharkhand","SYGA 4 Pcs Baby Safety Plastic Locks | Child Proof Cabinets, Drawers, Appliances, Toilet Seat, Fridge and Oven | Tools Not Required | Uses Dual Adhesive Tape and Latch System (Blue)","Baby Safety Cabinet Locks_4 Pcs","Free Size","1","74.0","74.0",
"CANCELLED","122907257523696131_1","2025-02-17","Tamil Nadu","SYGA Girls Stockings, Mesh Cotton Pantyhose, Rabbit Design, Mosquito-Proof, Summer Leggings, Size XS 6-12 Months(White)","BL-241","6-12 Months","1","205.0","205.0",
"DELIVERED","122907880458617536_1","2025-02-17","Uttar Pradesh","SYGA 4 Pcs Baby Safety Plastic Locks | Child Proof Cabinets, Drawers, Appliances, Toilet Seat, Fridge and Oven | Tools Not Required | Uses Dual Adhesive Tape and Latch System (Blue)","Baby Safety Cabinet Locks_4 Pcs","Free Size","1","74.0","74.0",
"DELIVERED","122907941824221312_1","2025-02-17","Gujarat","SYGA Baby Headbands Nylon Flower Soft Stretchable Hairband for Newborn Infant Toddler Kids For 0 - 3 Year - Khaki Yellow","HB-Flower-Khaki Yellow","Free Size","2","105.0","100.0",
"DELIVERED","122907994271936960_1","2025-02-17","Manipur","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","253.0",
"CANCELLED","122908429974762880_1","2025-02-17","Rajasthan","SYGA Women Hand Wallet Long Zipper Multi-Functional Versatile Wallet (Black)","WP-118","Free Size","1","220.0","220.0",
"DELIVERED","122908324621742592_1","2025-02-17","Tamil Nadu","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","3","110.0","107.0",
"DELIVERED","122908393815175680_1","2025-02-17","Madhya Pradesh","SYGA 48 PCS Graphic Marker Pen, Sketch Marker Dual Tip Art Marker Set for Design Drawing Colouring Highlighting Underlining","48_MarkerPenSet","Free Size","1","300.0","291.0",
"CANCELLED","122908615829160640_1","2025-02-17","Maharashtra","SYGA Women Hat & Scarf, Wool Neck Scarf Beanie Hat Skiing Hat Hiking Sports for Autumn Winter Adult Winter Cap , 54-58 cm - Khaki","Cap-PrintedBalaclava-Khaki","Free Size","1","315.0","300.0",
"DELIVERED","122908776272653632_1","2025-02-17","Gujarat","SYGA Baby Headband, Rosebud Nylon Stretchable Soft Elastic Combination Hairbands For Newborn Infant Toddler Kids 0-3 Year - (Navy Blue)","HB-293","Free Size","2","120.0","114.0",
"LOST","122908783034003968_1","2025-02-17","Tamil Nadu","SYGA Baby Headbands Nylon Flower Soft Stretchable Hairband for Newborn Infant Toddler Kids For 0 - 3 Year - Turquoise","HB-Flower-Turquoise","Free Size","1","105.0","100.0",
"DELIVERED","122908874529637056_1","2025-02-17","madhya pradesh"," Manual Feeding Pump","1767936173_3Free Size","Free Size","1","255.0","248.0",
"DELIVERED","122909057186123904_1","2025-02-17","Uttar Pradesh","SYGA Baby Headbands Girls Rose Flower Nylon Strechable Hairbands For Newborn Infant Toddlers Kids 0 - 3 Year (Pink)","HeadBand-Nylon-Pink","Free Size","1","135.0","129.0",
"DELIVERED","122909133787955904_1","2025-02-17","Tamilnadu","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","110.0","107.0",
"DELIVERED","122909446577583488_1","2025-02-17","Gujarat","SYGA Star Design Baby Pacifier teether Belt Clip","Star_PacifierBelt","Free Size","1","98.0","98.0",
"DELIVERED","122909656793379266_1","2025-02-17","Maharashtra","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar?","Flourcupp","Free Size","1","178.0","173.0",
"DELIVERED","122910130770702784_1","2025-02-17","Tamil Nadu","SYGA Cake Decoration Tips Set Professional Stainless Steel Piping/Dispenser Nozzle Kit,for Cakes Cupcakes Cookies Pastry 54 Pcs","Set Of 54 Nozzles","Free Size","1","269.0","269.0",
"DELIVERED","122910168321426112_1","2025-02-17","Maharashtra","SYGA Baby Headbands Nylon Flower Soft Stretchable Hairband for Newborn Infant Toddler Kids For 0 - 3 Year - White","HB-Flower-White","Free Size","1","105.0","100.0",
"DELIVERED","122910280240976000_1","2025-02-17","Kerala","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar","FlourCup","Free Size","1","171.0","171.0",
"DELIVERED","122910156009885824_1","2025-02-17","Andhra Pradesh"," Manual Feeding Pump","1767936173_3Free Size","Free Size","1","255.0","248.0",
"DELIVERED","122910194469597632_1","2025-02-17","Odisha","SYGA Men Suit Shirt Stud Lapel Pin Chain Tassel Brooch Pin with Golden Wings Pentagram Crystal Chain","BROOCH-S166","Free Size","1","155.0","144.0",
"DELIVERED","122910341604308354_1","2025-02-17","Maharashtra","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","243.0","236.0",
"DELIVERED","122910292412886350_1","2025-02-17","Maharashtra","SYGA 5 Pairs Baby Girl Boys Non Slip Trainer Socks Toddlers Infant Socks Warm and Socks Cotton Stretch Crew Anti-Slip Baby Socks- Blue Carrot, 0-1 Years","S_BabySocks_BlueCarrotRabbit","Free Size","1","240.0","233.0",
"DELIVERED","122910359823872512_1","2025-02-17","Karnataka","SYGA Plastic Foam Toy Bullet Dart Bullets for Nerf N-Strike Elite Guns","BulletFoamStick_Blue_50","Free Size","1","130.0","127.0",
"DELIVERED","122910618256999104_1","2025-02-17","West Bengal","SYGA Stainless Steel Cake Smoother with Scale Cutting Knife (Silver)","Cake Smoother","Free Size","1","78.0","78.0",
"DELIVERED","122910708146008512_1","2025-02-17","Uttar Pradesh","SYGA Baby Cap Turban Big Flower Cotton Baby cap Unisex with Soft Cute Hat Toddler Infant Hat 6 Month-4 Years Beige & Pink ","PrintedFlowerHat-Beige&Pink","3-4 Years","1","155.0","155.0",
"DELIVERED","122910885752931014_1","2025-02-17","Rajasthan","SYGA 5 Pairs Baby Girl & Baby Boy Socks, Toddlers Infant Cotton Stretch Crew Socks with Dinosaur Design, Suitable for 9-24 Month baby","BS-02","Free Size","1","180.0","175.0",
"DELIVERED","122910958623683072_1","2025-02-17","Gujarat","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","246.0",
"DELIVERED","122911253978009728_1","2025-02-17","Kerala","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","253.0",
"DELIVERED","122911319683920320_1","2025-02-17","Kerala","SYGA Professional Sketch and Drawing Pencils ?Art Pencil Box Contains 12 Pieces Set B 2B 3B 4B 5B 6B 7B 8B HB H 2H F","PaintingPencils","Free Size","1","90.0","88.0",
"DELIVERED","122911374913041794_1","2025-02-17","Maharashtra","LinnigStripEdgeGuard_Brown","LinnigStripEdgeGuard_Brown","Free Size","1","112.0","109.0",
"DELIVERED","122911689497932288_1","2025-02-17","Telangana","SYGA Stainless Steel Cake Smoother with Scale Cutting Knife (Silver)","Cake Smoother","Free Size","1","84.0","82.0",
"DELIVERED","122912375371321472_1","2025-02-17","Punjab","SYGA Winter Beanie Hat for Women Warm Thick Cotton Lining Knit Bobble Pom Pom Skull Cap Fleece Lined Warm Cap Outdoor Sports Hat for Ladies Women Girl Free Size (White)","Cap-Letter B-White-Single","Free Size","1","210.0","200.0",
"DELIVERED","122912932496527489_1","2025-02-17","Kerala","SYGA Girls Mesh Cotton Stockings, Mosquito-Proof Pantyhose with Bow Detail, Infant Leggings for 2-4 years old(White)","BL-227","2-3 Years","1","205.0","205.0",
"DELIVERED","122912962222817984_1","2025-02-17","Uttar Pradesh","SYGA Tshape False Nails - Professional Brush-On Nail Tips for Press-On Nails, Fake Nails, Long-Lasting Press-On Nails for Women and Girls - Transparent, 500 pieces.","FakeNails-Trans-Tshape","Free Size","2","292.0","292.0",
"DELIVERED","122913405303680320_1","2025-02-17","Kerala","SYGA Girls Stockings, Mesh Cotton Pantyhose, Rabbit Design, Mosquito-Proof, Summer Leggings, Size L 4-6 Years old(Beige)","BL-248","5-6 Years","1","205.0","199.0",
"CANCELLED","122913296973821312_1","2025-02-17","Odisha","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar","FlourCup","Free Size","1","161.0","156.0",
"DELIVERED","122913395259540160_1","2025-02-17","Delhi"," Manual Feeding Pump","1767936173_3Free Size","Free Size","1","255.0","248.0",
"DOOR_STEP_EXCHANGED","121178325455761920_1","2025-02-17","Haryana","SYGA Women'S Stretchable Waist Belt With Double Round Buckle ? Versatile Belt For Dresses And Skirts(Black)","WAISTBELT-347","Free Size","1","135.0","135.0",
"RTO_COMPLETE","122913729062006080_1","2025-02-17","Maharashtra","SYGA Baby Cap Flower Warm Knitted Streachable Hat Infant Toddler Baby Cap 0-3 Years - Coffee","BC-06","Free Size","1","161.0","161.0",
"DELIVERED","122914160966398464_1","2025-02-17","Karnataka","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar?","Flourcupp","Free Size","1","178.0","173.0",
"DELIVERED","122914379242172929_1","2025-02-17","Maharashtra","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar","FlourCup","Free Size","1","171.0","166.0",
"DELIVERED","122914457277066560_1","2025-02-17","Karnataka","SYGA Beads for Kids Crafts Children's Jewellery Making Set Kit DIY Bracelets Necklace Hairband and Rings Craft Kits Birthday for 4, 5, 6, 7-Year-Old Little Girls-Multicolor, QL-00018","B09D37J3MN","Free Size","1","234.0","227.0",
"DELIVERED","122914663511618944_1","2025-02-17","Goa","SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - Black 6-12 Months","BabyLeggings-Black-6-12M","6-12 Months","1","265.0","258.0",
"DELIVERED","122914892525404864_1","2025-02-17","Karnataka","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar?","Flourcupp","Free Size","1","178.0","173.0",
"DELIVERED","122915230350340608_1","2025-02-17","Telangana","SYGA 3 Pcs Baby Headband, Flower & Bow Stretchable, Nylon HairBand for Newborn Infant Toddlers Kids 0-3 Year-Grey","HB-140","Free Size","1","160.0","152.0",
"DELIVERED","122915230350340608_2","2025-02-17","Telangana","SYGA 5 Pcs Baby Headband, Flower & Bow Stretchable, Nylon HairBand for Newborn Infant Toddlers Kids 0-3 Year-Red","HB-102","Free Size","1","180.0","166.0",
"DELIVERED","122915230350340608_3","2025-02-17","Telangana","SYGA 3 Pcs Baby Headband, Flower & Bow Stretchable, Nylon HairBand for Newborn Infant Toddlers Kids 0-3 Year-Beige","HB-123","Free Size","1","160.0","148.0",
"DELIVERED","122915293093426560_1","2025-02-17","Karnataka","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","110.0","107.0",
"CANCELLED","122915310022230720_1","2025-02-17","Gujarat","SYGA Baby Infant and Toddler Grooming Kit with Scissors (Blue Dog)","GroomingSet_BlueDog","Free Size","1","92.0","90.0",
"DELIVERED","122915862688298368_1","2025-02-17","Rajasthan"," Manual Feeding Pump","1767936173_3Free Size","Free Size","1","255.0","248.0",
"DELIVERED","122916081827434624_1","2025-02-17","Rajasthan","SYGA 1 to 12 Month Rainbow Baby and Couple Banner with Front Side Photo Space & Sweet Memory Writing Space Back Side of Banner","12MonthPlainBanner","Free Size","1","57.0","57.0",
"DELIVERED","122916280555696579_1","2025-02-17","Maharashtra","Cup Cake Tray for 6 Muffins","Cup Cake Tray for 6 Muffins","Free Size","1","86.0","84.0",
"DELIVERED","122916401287856833_1","2025-02-17","Madhya Pradesh","SYGA 3 Pcs Baby Headband, Flower & Bow Stretchable, Nylon HairBand for Newborn Infant Toddlers Kids 0-3 Year-Watermelon Red Suit","HB-136","Free Size","1","160.0","148.0",
"DELIVERED","122916545788760195_1","2025-02-17","Haryana","SYGA Women's PU leather Retro Pin Buckle Waist Belt Coffee (Pack of 1)","WaistBelt-PinBuckle-Coffee","40","1","203.0","188.0",
"DELIVERED","122916608963407168_1","2025-02-17","Tamilnadu","SYGA Liquor Wine Oil Pourer | Pack of 3 | for Bar, Restaurants, Kitchen | Stainless Steel Free Flow Bottle Pour Spout (with Caps)","Three Pcs Liquor Bottle Pourer","Free Size","1","98.0","95.0",
"DELIVERED","122916863467483584_1","2025-02-17","Andhra Pradesh","SYGA Children's School Bag Cartoon Backpack Oxford Kids Chest Bag (Girl Three)","ChildrenBackpack-GirlThree","Free Size","1","376.0","376.0",
"DELIVERED","122917086908542272_1","2025-02-17","Maharashtra","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar?","Flourcupp","Free Size","1","178.0","173.0",
"DELIVERED","122917429398589568_1","2025-02-17","Bihar","SYGA Essential Pom-pom Maker for Fluff Ball Weaver Needle Knitting DIY Tool of 4 Different Size","WoolBallMaker","Free Size","1","130.0","130.0",
"RTO_COMPLETE","122917868825375168_1","2025-02-17","Rajasthan","SYGA 3 Pcs Baby Headband Set, Soft Stretchable Nylon Bow and Flower Hairbands, Comfortable and Stylish Headscarf for Newborn, Infant, and Toddler (0-3 Years)  ","HB-227","Free Size","1","180.0","171.0",
"RTO_COMPLETE","122917902416082304_1","2025-02-17","Uttar Pradesh","SYGA Kids Goggles, Modern Stylish Eyewears for Boy's and Girls, Colourful Style - Transparent Blue & Gradient Pink, Suitable for 3-8 Years","Goggles-Colourful-TransBlue&GrdientPink","Free Size","1","135.0","135.0",
"DELIVERED","122917906422235840_1","2025-02-17","Gujarat","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","110.0","107.0",
"DELIVERED","122918139875978560_1","2025-02-17","Assam","SYGA Brooch Pin Fashion Crystal Rhinestone Jewellery Pin Vintage Clothing Accessories Decoration White Pearl Wheat Ear Gold Brooches For Women- S234","BROOCH-S234","Free Size","1","134.0","125.0",
"DELIVERED","122918533129859584_1","2025-02-17","Maharashtra","SYGA Overlock Overcast Presser Foot Sewing Machine Fits All Low Shank Snap On Machine (, Brother, Singer )","PresserFoot-OverLock-BlackwithLock","Free Size","1","120.0","117.0",
"DELIVERED","122918854256128448_1","2025-02-17","Uttar Pradesh","SYGA 3 Pcs Baby Headband Set, Soft Stretchable Nylon Bow and Flower Hairbands, Comfortable and Stylish Headscarf for Newborn, Infant, and Toddler (0-3 Years)  ","HB-230","Free Size","1","180.0","171.0",
"DELIVERED","122919193041171840_1","2025-02-17","West Bengal","SYGA Kids Goggles, Modern Stylish Eyewears for Boy's and Girls, Colourful Style - Transparent Blue & Gradient Pink, Suitable for 3-8 Years","Goggles-Colourful-TransBlue&GrdientPink","Free Size","1","135.0","135.0",
"DELIVERED","122919324641654144_1","2025-02-17","Uttar Pradesh","SYGA Baby Cap Nylon Cotton Stretchable Turban Hat Comfortable  for Unisex Baby 0-4 Years","TurbonHeadWrap_Maroon","0-1 Years","1","142.0","142.0",
"DELIVERED","122919767534990720_1","2025-02-17","Maharashtra","SYGA 4 Pairs Baby Socks Combo mesh thin newborn Baby Socks over the knee socks Suitable for 0-1 Years old baby","BS-82","Free Size","1","249.0","242.0",
"DELIVERED","122919926469259781_1","2025-02-17","Tamil Nadu","SYGA 1 Piece Heavy Duty Carbon Steel Square Bread Loaf Cake Mould Pan Tray for Baking Non Sticky Tin Teflon Coating-22 cm * 4cm cake tins","Square CakePan","Free Size","1","129.0","126.0",
"DELIVERED","122920121810447680_1","2025-02-17","Telangana","SYGA Necklace and Earing Display Storage Jwellery Display Rack_Black_5","NecklaceDisplay_Black_5","Free Size","1","449.0","435.0",
"DELIVERED","122920218308932097_1","2025-02-17","Tamil Nadu","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar?","Flourcupp","Free Size","1","178.0","173.0",
"DELIVERED","122920481765749248_1","2025-02-17","Maharashtra","SYGA Women Waist O Ring Chain Silver Belt","WaistChain-SilverRing","44","2","179.0","166.0",
"DELIVERED","122920584195339648_1","2025-02-17","Maharashtra","Women's PU Leather Belt Rhinestone Waist Round Buckle Belt (Pack of 1)","WaistBelt-DoubleCircle-White","40","1","145.0","138.0",
"DELIVERED","122920670742081984_1","2025-02-17","Maharashtra","SYGA Stainless Steel Cake Smoother with Scale Cutting Knife (Silver)","Cake Smoother","Free Size","1","84.0","82.0",
"DELIVERED","122920889931334336_1","2025-02-17","Uttar Pradesh","SYGA Women Hand Wallet Long Zipper Multi-Functional Versatile Wallet (Green)","WP-119","Free Size","1","207.0","207.0",
"DELIVERED","122920837836820608_1","2025-02-17","Punjab","SYGA Brooch Pin Fashion Crystal Rhinestone Jewellery Pin Vintage Clothing Accessories Decoration Peacock Brooches For Men's & Women- S253","BROOCH-S253","Free Size","1","219.0","203.0",
"DELIVERED","122920942673449088_1","2025-02-17","Haryana","SYGA Brooch Flower Fashion Crystal Rhinestone Jewellery Pin Clothing Brooches - Flower White","Brooch-Flower-White","Free Size","1","135.0","126.0",
"DELIVERED","122921406198739456_1","2025-02-17","Maharashtra","SYGA Baby Safety 4 Corner Guard & 1 Edge Guard with Strong Tape for Baby Safety and Child Proofing(Brown)","EdgeCornerCombo_Brown","Free Size","1","123.0","120.0",
"DELIVERED","122921837435972929_1","2025-02-17","Uttar Pradesh","SYGA 3 Pcs Baby Girl Headband Soft Flower Bow Strechable Hairband Suitable For Newborns, Infants, Toddlers and Kids 0-3 Years(Color - 1026)","HB-40","Free Size","1","240.0","222.0",
"DELIVERED","122921435781657984_1","2025-02-17","Karnataka","SYGA Imported Double Needles Pins for Domestic Sewing Machine - 3 Pieces","3PCS NiddlesPins","Free Size","1","57.0","56.0",
"RTO_COMPLETE","122922030923370624_1","2025-02-17","Chhattisgarh","SYGA Ancient Style Pearl Metal Hair Stick Crystal Rhinestones Headdress Hair Sticks Fashion - Looking Back","HairStick-16CM-LookingBack","Free Size","1","123.0","117.0",
"DELIVERED","122922159529292288_1","2025-02-17","Maharashtra","SYGA Infant Safety Lock (White) - Pack of 4 Stops","WhiteSafetyLock-4","Free Size","1","96.0","94.0",
"DELIVERED","122921814350523712_1","2025-02-17","Karnataka","SYGA 5 Pairs Baby Socks, Toddlers Infant Cotton Stretch Crew Socks with bunny Design, Suitable for 0-2 Years baby","BS-61","Free Size","1","190.0","190.0",
"DELIVERED","122922494911120064_1","2025-02-17","Maharashtra","SYGA Cake Scraper Smoother Cake Leveler Fondant Plastic Tool (Blue)","CakeLeveler_Blue","Free Size","1","67.0","67.0",
"DELIVERED","122922492498309632_1","2025-02-17","Andhra Pradesh","SYGA 3 Pcs Baby Headband Set, Soft Stretchable Nylon Bow and Flower Hairbands, Comfortable and Stylish Headscarf for Newborn, Infant, and Toddler (0-3 Years)  ","HB-230","Free Size","1","180.0","171.0",
"RTO_LOCKED","122922568683475072_1","2025-02-17","Maharashtra"," Click to open expanded view        SYGA Foldable Baby Bottle Drying Racks Feeding Cup Nipple Storage Shelf Stand Holder - Pink Drying Rack","BottleDryingRack_Pink","Free Size","1","170.0","165.0",
"DELIVERED","122922694958449344_1","2025-02-17","Rajasthan","SYGA Women's New Waist Chain Dress Suit Accessories Belt Chain Retro Versatile(Golden)","WAISTBELT-73","Free Size","1","170.0","165.0",
"RTO_COMPLETE","122922861757530816_1","2025-02-17","Haryana","SYGA 4 Pcs Baby Safety Plastic Locks | Child Proof Cabinets, Drawers, Appliances, Toilet Seat, Fridge and Oven | Tools Not Required | Uses Dual Adhesive Tape and Latch System (Blue)","Baby Safety Cabinet Locks_4 Pcs","Free Size","1","80.0","78.0",
"DELIVERED","122922979517690304_1","2025-02-17","Madhya Pradesh","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","253.0",
"DELIVERED","122922987745441152_1","2025-02-17","Meghalaya"," SYGA Baby Cap Flower Warm Knitted Streachable Hat Infant Toddler Baby Cap 0-3 Years","BC-12","Free Size","1","161.0","161.0",
"DELIVERED","122923069315772928_1","2025-02-17","Maharashtra","SYGA Baby Cap Nylon Cotton Stretchable Turban Hat Comfortable  for Unisex Baby 0-4 Years","TurbonHeadWrap_DarkPink","0-1 Years","1","137.0","133.0",
"DELIVERED","122923267807015424_1","2025-02-17","Himachal Pradesh","SYGA Women's Cute  PU Leather Wallet with  Clip Stylish Card & Coin Purse(Green)","WP-476","Free Size","1","245.0","245.0",
"DELIVERED","122923256759086400_1","2025-02-17","Maharashtra","Cup Cake Tray for 6 Muffins","Cup Cake Tray for 6 Muffins","Free Size","1","86.0","84.0",
"DELIVERED","122923023337812482_1","2025-02-17","Rajasthan","SYGA Necklace and Earing Display Storage Jwellery Display Rack_Black_5","NecklaceDisplay_Black_5","Free Size","1","469.0","455.0",
"DELIVERED","122923376494014976_1","2025-02-17","Uttar Pradesh"," Manual Feeding Pump","1767936173_3Free Size","Free Size","1","255.0","255.0",
"DELIVERED","122923596520780224_1","2025-02-17","Rajasthan","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","105.0","105.0",
"DELIVERED","122923650830724416_1","2025-02-17","Sikkim","SYGA Funny Party Hats and GogglesTheme, Suitable Props for Universal All Party","33_Funny Props","Free Size","1","127.0","127.0",
"DELIVERED","122923786734522499_1","2025-02-17","Maharashtra","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","2","105.0","102.0",
"DELIVERED","122923992741957760_1","2025-02-17","Tamil Nadu","Syga Portable Small Photo Studio Light Box Folding Photography Lighting Tent Kit with Backdrops (23CM)","1PhotoStudioLight Box_Small","Free Size","1","209.0","203.0",
"DELIVERED","122924059025801925_1","2025-02-17","Andhra Pradesh","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar","FlourCup","Free Size","1","171.0","171.0",
"DELIVERED","122924215761662464_1","2025-02-17","Bihar","SYGA Baby Flower Hairband & Shoes Set  Soft, Comfortable Fit for Ages 3-18 Month-old's Ideal for Newborns & Toddlers(Light Pink)","BS-238","Free Size","1","305.0","305.0",
"DELIVERED","122924317033624960_1","2025-02-17","Tamil Nadu","SYGA Cake Decoration Tips Set Professional Stainless Steel Piping/Dispenser Nozzle Kit,for Cakes Cupcakes Cookies Pastry 54 Pcs","Set Of 54 Nozzles","Free Size","1","273.0","273.0",
"DELIVERED","122924339160052163_1","2025-02-17","Haryana","SYGA 4 Piece Baby Headband Set, Stretchable Handmade Nylon Bow and Flower Headdress for Newborn Infant Toddlers Kids-0-3 Years","HB-260","Free Size","1","200.0","190.0",
"DELIVERED","122924459238781376_1","2025-02-17","Delhi","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","110.0","107.0",
"DELIVERED","122924583610511872_1","2025-02-17","Maharashtra","SYGA Foldable Baby Bottle Drying Racks Feeding Cup Nipple Storage Shelf Stand Holder (Pink)","BottleRack_Pink","Free Size","1","132.0","128.0",
"DELIVERED","122924843850165568_1","2025-02-17","Chhattisgarh"," SYGA 5 Pairs Baby Girl Boy Socks, Toddlers Infant Cotton Warm Stretch Crew Socks with Flower Design, Suitable for Ages 0-2 Years baby","SOCKS-SET5-FLOWER","Free Size","1","170.0","165.0",
